Ranking;Razão Social;Faturamento (R$);% Participação;% Acumulado;Classe;Cidade;UF;CNPJ;Telefone;E-mail;Vendedor
12564;REPRESENTACOES JACUTINGA LTDA;;;;;JACUTINGA;RS;07768309000175;5433681127;diogoselau@tolrs.com.br;
12565;CICILIATI & GIACOMELLI - ENGENHARIA,TOPOGRAFIA E REPRESENTACOES LTDA;;;;;ARARAQUARA;SP;04324221000176;1633369088;expediente@audiplancontabil.com.br;
12566;SETE ENGENHARIA E CONSULTORIA S/S LTDA;;;;;ARARAQUARA;SP;07656144000140;1633351538;edbn@uol.com.br;
12567;RAJAB ENGENHARIA LTDA;;;;;ARARAQUARA;SP;10229634000174;1633372441;alirajab@bol.com.br;
12568;GERALDO TEIXEIRA ENGENHARIA;;;;;ARARAQUARA;SP;24456249000174;1633353900;escritoriown@gmail.com;
12569;MANUEL ROBERTO MARTINS FILHO;;;;;ARARAQUARA;SP;24947451000107;1633365377;manuel-roberto@ig.com.br;
12570;M3F ENGENHARIA LTDA;;;;;BARUERI;SP;28641184000198;1182967345;floriano@m3fengenharia.com.br;
12571;MARCOS ROBERTO GOMES DOS SANTOS - ENGENHARIA;;;;;BARUERI;SP;34550329000148;1154967441;marcosroberto.mlr@hotmail.com;
12572;PRODENGE ENGENHARIA E PROJETO LTDA.;;;;;BARUERI;SP;54530803000187;1141665303;brandao@trino.cnt.br;
12573;ENCONCIL ENGENHARIA E COMERCIO LTDA;;;;;CAMPINAS;SP;00762078000143;1932267568;sergioafonso@enconcil.com;
12574;PROCESSOS - SOLUCOES DE ENGENHARIA LTDA.;;;;;CAMPINAS;SP;01631292000123;1932546188;processos@processos.eng.br;
12575;ASTRO ENGENHARIA DE SEGURANCA S/S LTDA;;;;;CAMPINAS;SP;04059353000118;1932583124;hodarjm@terra.com.br;
12576;ALVARO AIORFE ENGENHARIA;;;;;CAMPINAS;SP;08998608000169;1933849084;alvaro.aiorfe@uol.com.br;
12577;SOLAR ENGENHARIA E TECNOLOGIA LTDA;;;;;CAMPINAS;SP;10582416000119;1937222477;max@sistema.eng.br;
12578;M.C.A. PROJETOS E CONSULTORIA DE ENGENHARIA LTDA;;;;;CAMPINAS;SP;10983074000149;1932420042;telinocontabil@sigmanet.com.br;
12579;A. DE M. XAVIER - ENGENHARIA;;;;;CAMPINAS;SP;15200898000119;1996120087;xavierengenharia@gmail.com;
12580;EMEREDIS FERGUES ENGENHARIA SS LTDA;;;;;CAMPINAS;SP;16417299000114;1129538789;trusko.contabil@gmail.com;
12581;Q.F. QUINONEZ DIAZ;;;;;CAMPINAS;SP;18662974000104;1932330005;jatcontoto@terra.com.br;
12582;MASSERAN CONSULTORIA EM ENGENHARIA E NEGOCIOS LTDA;;;;;CAMPINAS;SP;25118111000128;1932450934;masseran@bol.com.br;
12583;ALEXANDRE MAURER COSTA SERVICOS DE ENGENHARIA E INSPECAO;;;;;CAMPINAS;SP;25454108000185;1932018899;alexandre-maurer@hotmail.com;
12584;EFECTA ENGENHARIA LTDA;;;;;CAMPINAS;SP;27561878000152;1997962721;viniciuscnpinheiro@hotmail.com;
12585;GUILHERME ORION R MENDONCA;;;;;CAMPINAS;SP;29578248000116;1983070959;guilherme.orion.rm@gmail.com;
12586;R2E - ROSSI ENGENHARIA ELETRICA, ASSESSORIA, CONSULTORIA E PROJETOS LTDA;;;;;CAMPINAS;SP;30573272000141;1937339544;fiscal@bortolottocontabil.com.br;
12587;EXPANSAO ATIVIDADES DE ENGENHARIA LTDA;;;;;CAMPINAS;SP;34890009000137;4196869828;meucnpj@contabilizei.com.br;
12588;CECORP ENGENHARIA DE SEGURANCA E HIGIENE DO TRABALHO LTDA;;;;;CAMPINAS;SP;57647257000157;1937054148;cecorpengenharia@yahoo.com.br;
12589;HR OBRAS E SERVICOS DE ENGENHARIA LTDA;;;;;COSMOPOLIS;SP;08676600000186;1993196679;hrengenharia@outlook.com.br;
12590;AKENG ENGENHARIA E MONTAGENS INDUSTRIAIS LTDA;;;;;COSMOPOLIS;SP;08711992000177;1938722867;ecin@ecin.com.br;
12591;PROJECE DESENHOS TECNICOS LTDA;;;;;COTIA;SP;17591159000120;1122043810;trusko.contabil@gmail.com;
12592;JOSE CEZAR ROSATO;;;;;DOURADO;SP;24511296000173;1633451581;escritoriown@gmail.com;
12593;EUROENGE ENGENHARIA SS LTDA;;;;;GUARULHOS;SP;04958495000117;1197252252;sjc@uol.com.br;
12594;ENGDAN ENGENHARIA LTDA;;;;;GUARULHOS;SP;07818135000108;1122043810;trusko.contabil@gmail.com;
12595;RICARDO VITORINO ASSUMPCAO;;;;;GUARULHOS;SP;17060376000194;1142387432;luizaassessoria@uol.com.br;
12596;THIAGO ALVES LIMA;;;;;GUARULHOS;SP;21178194000190;1124663318;visaonobre@globomail.com;
12597;RQ ENGENHARIA AMBIENTAL LTDA;;;;;GUARULHOS;SP;21899212000122;1191129630;riquena@rqambiental.com.br;
12598;BEATRIZ MAIUME TAMANAGA;;;;;GUARULHOS;SP;30228646000191;1195490686;tamanaga_bia@hotmail.com;
12599;SYLVIO LEONARDO LUSTOSA PINTO;;;;;GUARULHOS;SP;36043278000193;1124142311;lustosa.leonardo@gmail.com;
12600;SILVANA ALMEIDA DE OLIVEIRA;;;;;GUARULHOS;SP;37176477000132;1166968218;eng.silvanaalmeida@gmail.com;
12601;G. A. OLDAKOSKI ENGENHARIA;;;;;HORTOLANDIA;SP;21058205000106;1999860630;contfaz@contfaz.com.br;
12602;AMILTON DE SOUZA AMARO 72027495800;;;;;HORTOLANDIA;SP;29236052000143;1930327431;amiltonsouzaamaro@gmail.com;
12603;EDUARDO RIBEIRO ENGENHARIA;;;;;HORTOLANDIA;SP;34684318000150;1935143800;deboraribeiro@veccon.com.br;
12604;RICARDO LOPES MOURA CONSULTORIA EM ENGENHARIA;;;;;ITAPEVI;SP;30957754000103;1192624477;ricardo.lmoura10@gmail.com;
12605;CATYTECH PROJETOS E SERVICOS LTDA;;;;;ITATIBA;SP;27449284000154;1129538789;trusko.contabil@gmail.com;
12606;GERSON TIVO JUNIOR ENGENHARIA;;;;;ITU;SP;30846866000189;1938944657;juridico01@escritoriocentral.org;
12607;F.Y.TONHOLO SILVA SERVICOS DE  ENGENHARIA;;;;;ITU;SP;34062270000149;1140133799;fa.yoshinaga@gmail.com;
12608;CSANADI CONSULTORIA EM PROJETOS DE ELETRICA E ELETRONICA LTDA.;;;;;ITUPEVA;SP;08831082000128;1145913518;publicos@aces.com.br;
12609;DIRCEU LUIZ LOPES;;;;;ITUPEVA;SP;35424596000131;1143913239;engdirceulopes@hotmail.com;
12610;J. C. MAZARIN;;;;;JAGUARIUNA;SP;29600588000104;1938674965;jcmazarin@hotmail.com;
12611;ANDERSON CARVALHO BRITO DE JESUS;;;;;JANDIRA;SP;24089965000160;1122043810;trusko.contabil@gmail.com;
12612;ESAU CONSULTORIA E ASSESSORIA EM ENERGIA LTDA.;;;;;JUNDIAI;SP;08939187000103;1145211733;legalizaca@buzaneli.com.br;
12613;JIKKOU ENGENHARIA LTDA.;;;;;JUNDIAI;SP;09006049000126;1145273838;legalizacao@speedcontabil.com.br;
12614;PALOMIN & MARCHIORI SERVICOS DE ENGENHARIA LTDA;;;;;JUNDIAI;SP;12530696000147;1128170033;palomin.patricia@gmail.com;
12615;FRANCISCO C. SANSONIO;;;;;JUNDIAI;SP;13371724000193;1198945948;sansonio@terra.com.br;
12616;VALERIA MENDONCA GOMES SERVICOS DE ENGENHARIA;;;;;JUNDIAI;SP;15575892000126;1120594600;senacont@senacont.com.br;
12617;AVENG - ASSESSORIA E CONSULTORIA EM ENGENHARIA LTDA;;;;;JUNDIAI;SP;22026656000116;1126727070;ale@aplconsult.com.br;
12618;FRANCISCO ZANI ENGENHARIA;;;;;JUNDIAI;SP;23059437000104;1145842010;escritorioschioser@terra.com.br;
12619;IDHEIA ASSESSORIA LTDA;;;;;JUNDIAI;SP;24094006000133;1160192150;r_nascimento@runservice.com;
12620;FRANCIELE MARCHESIN;;;;;JUNDIAI;SP;26128472000118;1198887865;francielemarchesin@gmail.com;
12621;H&T ENGENHARIA LTDA;;;;;JUNDIAI;SP;27882635000116;1148055218;escritoriopaulita@terra.com.br;
12622;DMB ENGENHARIA S/S;;;;;JUNDIAI;SP;28730908000170;1148055218;escritoriopaulista@terra.com.br;
12623;O&N ENGENHARIA NAVAL LTDA.;;;;;JUNDIAI;SP;30064345000170;1145867630;fisc01@pjccontabilidade.com.br;
12624;ELS CARVALHO SERVICOS DE ENGENHARIA E LAUDOS TECNICOS;;;;;JUNDIAI;SP;36693095000113;1193593368;atendimento@fhicontabilidade.com.br;
12625;SAMARES ENGENHARIA LTDA;;;;;LIMEIRA;SP;29329304000189;1934043100;contabilidade@construtoramanara.com.br;
12626;SAMARA RAGONHA;;;;;LIMEIRA;SP;32773352000176;1934513865;samara.ragonha@gmail.com;
12627;CARDOZO & GUIMARAES SERVICOS DE ENGENHARIA LTDA;;;;;MAUA;SP;14118132000127;1145472745;cardozoeguimaraes@gmail.com;
12628;ALFALELIV ENGENHARIA SOCIEDADE SIMPLES LIMITADA;;;;;MOGI DAS CRUZES;SP;05370292000178;1147990646;vilelajv@yahoo.com.br;
12629;UME ENGENHARIA LTDA;;;;;MOGI DAS CRUZES;SP;07903676000134;1147968160;odimecc@yahoo.com.br;
12630;MKM ENGENHARIA ELETRICA E CONSULTORIA LTDA;;;;;MOGI DAS CRUZES;SP;12955378000128;1122043810;trusko.contabil@gmail.com;
12631;GCM MELO;;;;;MOGI DAS CRUZES;SP;27622102000103;1174827267;gui.cmelo@hotmail.com;
12632;CAUE DO NASCIMENTO PINTO;;;;;MOGI DAS CRUZES;SP;29637425000198;1147252161;alineapfranco@hotmail.com;
12633;BOLZAN VISTORIAS TECNICA, AVALIACOES E SERVICOS LTDA;;;;;OSASCO;SP;08621342000130;1136834172;expediente@contabilmoia.com.br;
12634;EMERSON A RIBEIRO CONSULTORIA E ENGENHARIA;;;;;OSASCO;SP;18298282000110;1146202060;soniareg@terra.com.br;
12635;ROPERES ENGENHARIA LTDA;;;;;OSASCO;SP;18658723000148;1122043810;trusko.contabil@gmail.com;
12636;ARAUJO E COSTA SERVICOS DE ENGENHARIA LTDA;;;;;OSASCO;SP;26220250000120;1143113946;terciapires@yahoo.com.br;
12637;THIAGO VICENTE DE OLIVEIRA;;;;;OSASCO;SP;30537390000102;1199574257;thi.vic.oli@gmail.com;
12638;ALEXANDRE DA SILVA;;;;;OSASCO;SP;32275215000101;1167083244;alexsilva.xo@gmail.com;
12639;MARCOS SEFERIAN DE SA ENGENHARIA;;;;;OSASCO;SP;35288006000190;1174731965;eng.sef@uol.com;
12640;MOGNO - ENGENHARIA CIVIL E SERVICOS LTDA;;;;;PAULINIA;SP;34708011000142;1932890911;boscologuilherme@gmail.com;
12641;NUKLEON SISTEMAS DE ENGENHARIA ELETRICA S/S LTDA;;;;;PIRACICABA;SP;04729731000123;1934324405;contato@netpage.com.br;
12642;GUASSI ENGENHARIA E SERVICOS LTDA;;;;;PIRACICABA;SP;07807322000196;1934229811;soparconsult@uol.com.br;
12643;TAU AMBIENTAL LTDA;;;;;PIRACICABA;SP;09564095000140;1934212863;orgneves@bol.com.br;
12644;VIVA ENGENHARIA E CONSULTORIA LTDA;;;;;PIRACICABA;SP;12640963000139;1933745380;atendimento@organizacaopollo.com.br;
12645;SUCRAL ENGENHARIA E PROCESSOS LTDA;;;;;PIRACICABA;SP;54388319000165;1981288800;carloseduardo@sucral.com.br;
12646;STM PLANEJAMENTO E PROJETOS SOCIEDADE SIMPLES LIMITADA;;;;;POA;SP;04541964000106;1122495797;contabil.rossi@uol.com.br;
12647;CPENGE - CORREA & PASQUALINI ENGENHARIA LTDA;;;;;RIBEIRAO PIRES;SP;27886411000182;1129538789;trusko.contabil@gmail.com;
12648;FZACARDI ENGENHARIA LTDA;;;;;RIBEIRAO PIRES;SP;34214482000102;1732798669;simonepereiracont@terra.com.br;
12649;PRIMA ELETRICA ENGENHARIA E CONSULTORIA LTDA;;;;;RIO CLARO;SP;06255074000155;1935325819;prima@prima.eng.br;
12650;FASANARA CONSULTORIA E TREINAMENTO EM ENGENHARIA MECANICA LTDA;;;;;RIO CLARO;SP;07291558000112;1991070746;fasanara2016@gmail.com;
12651;LOBO ENGENHARIA S/S LTDA;;;;;RIO CLARO;SP;11520385000134;1935364465;audicon@escritorioaudicon.com.br;
12652;PLANAC ASSESSORIA EM ENGENHARIA E PLANEJAMENTO LTDA;;;;;RIO CLARO;SP;20438746000199;1997192468;alb.castro@hotmail.com;
12653;GILBERTO AZEVEDO SOARES BUSCARIOL;;;;;RIO CLARO;SP;33387723000144;1996115755;gilbertozat@gmail.com;
12654;MARCO ANTONIO CARVALHO MACEDO DE NORONHA;;;;;SALTO;SP;08543198000161;1140210201;celia.estrela@terra.com.br;
12655;WELBERTON COSTA DA CONCEICAO LTDA;;;;;SALTO;SP;36734126000137;1974169941;engcivilwelbertoncosta@outlook.com;
12656;ECTECH PROJETOS E AUTOMACAO LTDA.;;;;;SANTA BARBARA D'OESTE;SP;14480292000111;1934068804;t2legal@t2brasil.com.br;
12657;FORESTALE CONSULTORIA E SOLUCOES AMBIENTAIS LTDA;;;;;SANTA BARBARA D'OESTE;SP;35067879000173;1991871711;fabio_unesprc@yahoo.com.br;
12658;ENGENESE ENGENHARIA DE CONSTRUCOES LTDA;;;;;SANTANA DE PARNAIBA;SP;07888792000121;1138739614;a.suman@globo.com;
12659;F.M. BAZANA ENGENHARIA, GERENCIAMENTO E CONSTRUCAO S/S LTDA;;;;;SANTO ANDRE;SP;13001572000137;1177494619;fabio@slconstrutora.com.br;
12660;BRUNO TIAGO DE LIMA;;;;;SANTO ANDRE;SP;15189553000101;1198541451;bruno.lima@btlprojetosengenharia.com.br;
12661;MLC SERVICOS DE ENGENHARIA LTDA;;;;;SANTO ANDRE;SP;32545771000150;1144330980;paulino@paulino.com.br;
12662;MARA SARRO PEREIRA VASSILIADES;;;;;SANTO ANDRE;SP;33579581000117;1142277070;marapereira261@gmail.com;
12663;CONTROL LOOP ENGENHARIA LTDA;;;;;SAO CAETANO DO SUL;SP;22598081000106;1122043810;trusko.contabil@gmail.com;
12664;LAGRAM ENGENHARIA LTDA;;;;;SAO CAETANO DO SUL;SP;26122302000126;1144227800;contabilidade@mzm.com.br;
12665;MARILIA GABRIELA NASCIMENTO CARVALHO RIBEIRO;;;;;SAO CAETANO DO SUL;SP;28073266000183;1194385319;magabicar@gmail.com;
12666;SAITO & FERNANDEZ LIMITADA;;;;;SAO CARLOS;SP;12704662000121;1633723902;s.caval@terra.com.br;
12667;MARCOS ALBERTO ANGELOTI CAMACHO;;;;;SAO CARLOS;SP;19488381000128;1633724533;marcosaacamacho@hotmail.com;
12668;RODOLFO PALHARES FILHO ENGENHARIA;;;;;SAO CARLOS;SP;37480943000179;3199796047;rodolfopalhares@hotmail.com;
12669;ORION CONSULTORIA E ENGENHARIA EM AUTOMACAO LTDA;;;;;SAO PAULO;SP;00076449000133;1137499598;jjcsrv@yahoo.com.br;
12670;SUINDA ENGENHARIA INDUSTRIAL E ARQUITETURA LTDA;;;;;SAO PAULO;SP;00867393000135;1138147366;golfar@terra.com.br;
12671;VETOR CONSULTORIA E PROJETOS DE ENGENHARIA S/S;;;;;SAO PAULO;SP;01209270000170;1132582070;vetor.sp@vetorprojetos.com.br;
12672;MULTITEC CONSULTORIA E PROJETOS S/S;;;;;SAO PAULO;SP;01888287000109;1132754774;org.cont.onishi@uol.com.br;
12673;SECWORK CONSULTORIA E ENGENHARIA DE SEGURANCA DO TRABALHO LTDA;;;;;SAO PAULO;SP;01968954000155;1155067163;parololaerte@gmail.com;
12674;DBVISION ENGENHARIA LTDA;;;;;SAO PAULO;SP;02797150000101;1136837633;mi.jana@terra.com.br;
12675;PROJEPLAN CONSULTORIA E PROJETOS LTDA;;;;;SAO PAULO;SP;02936503000107;1137335769;josenice@josecinegiovana.adv.br;
12676;ABUJAMRA & BASILE S/S.;;;;;SAO PAULO;SP;03289038000114;1128020222;contag@contag.com.br;
12677;JDT ENGENHARIA E CONSULTORIA LTDA;;;;;SAO PAULO;SP;03327512000155;1130443980;wsiciliano@uol.com.br;
12678;REALENGO CONSULTORIA EM ENGENHARIA LTDA;;;;;SAO PAULO;SP;03338224000104;1139384277;marcos@assessorialsp.com.br;
12679;WRB TECNOLOGIA LTDA;;;;;SAO PAULO;SP;03344760000104;1130325508;rocontabil@rocontabil.com.br;
12680;MILANO ENGENHARIA S/S.;;;;;SAO PAULO;SP;03357847000116;1144428000;claudia@planova.com.br;
12681;ARAKAKI ENGENHARIA S/S LTDA;;;;;SAO PAULO;SP;03446599000180;1131655000;edson@planova.com.br;
12682;ITAITI CONSULTORIA AMBIENTAL S/S LTDA;;;;;SAO PAULO;SP;03836502000145;1155728976;psambiente@itaiti.com.br;
12683;G & MA - GEOLOGIA E MEIO AMBIENTE - ASSESSORIA E CONSULTORIA LTDA;;;;;SAO PAULO;SP;04093528000103;1155336911;n2k@n2k.com.br;
12684;ENGEVISION ENGENHARIA S S LTDA;;;;;SAO PAULO;SP;04420275000135;1127040118;pasoborges@uol.com.br;
12685;SOLODATA ENGENHARIA E CONSULTORIA S/S;;;;;SAO PAULO;SP;04457458000125;1137633567;fakirak@gmail.com;
12686;PRO ACTIVE ENGENHARIA CONSULTIVA S/S;;;;;SAO PAULO;SP;04544149000192;1198835165;ana.melhado@ig.com.br;
12687;ESCRITORIO TECNICO ETAV SS LTDA;;;;;SAO PAULO;SP;04667463000162;1132373331;daniel@augy.com.br;
12688;CIVILCOM ENGENHARIA S/S;;;;;SAO PAULO;SP;04673180000123;1130885242;ibsinoue@hydra.com.br;
12689;DO VAL ENGENHARIA CONSULTIVA SOCIEDADE SIMPLES;;;;;SAO PAULO;SP;04692016000163;1138133443;doval@doval.eng.br;
12690;PG PROJECT PRESTACAO DE SERVICOS DE ENGENHARIA LTDA;;;;;SAO PAULO;SP;04784213000102;1123841339;pauloegarcia@globomail.com;
12691;CONCILIATOR TECNOLOGIA LTDA;;;;;SAO PAULO;SP;05018145000133;1151823122;valdiney@contaget.com;
12692;BR & LZ ENGENHARIA E EMPREENDIMENTOS S/S;;;;;SAO PAULO;SP;05798342000112;1166946943;brlz@uol.com.br;
12693;SPR CONSULTORIA E ENGENHARIA LTDA;;;;;SAO PAULO;SP;06216684000140;1149975053;eduardo.soares@memcontabil.com;
12694;INSIDE ENGENHARIA LTDA;;;;;SAO PAULO;SP;06248913000108;1139013000;inside.engenharia@terra.com.br;
12695;WDF ENGENHARIA S/S LTDA;;;;;SAO PAULO;SP;06284198000169;1131515166;contato@contabilnetsp.com.br;
12696;HOUSE-IT NEGOCIOS IMOBILIARIOS LTDA;;;;;SAO PAULO;SP;07451449000115;1155639898;tattivalle@gmail.com;
12697;MAGTECH ENGENHARIA LTDA;;;;;SAO PAULO;SP;07463214000143;1155110244;secretaria@contabilpaulista.com.br;
12698;ASAP ENGENHARIA E CONSULTORIA TECNICA LTDA.;;;;;SAO PAULO;SP;07474416000190;1938713405;contess@contess.cnt.br;
12699;JATOBA MEIO AMBIENTE LTDA.;;;;;SAO PAULO;SP;07593855000112;1151031047;orguimar@terra.com.br;
12700;GPAX CONSULTORIA E PLANEJAMENTO;;;;;SAO PAULO;SP;07680343000193;1134761311;ccapconsultoria@uol.com.br;
12701;TAG ENGENHARIA E CONSULTORIA LTDA;;;;;SAO PAULO;SP;07713525000113;1169666187;niltoncontreras@superig.com.br;
12702;ENGEMOLD ANALISE DE ESTRUTURAS PRE FABRICADAS LTDA;;;;;SAO PAULO;SP;07721641000184;1132286477;dibartolomeo@dibartolomeo.com.br;
12703;KLEBER LUIZ DE QUADROS;;;;;SAO PAULO;SP;07776023000131;1131070325;klquadros@gmail.com;
12704;PITTEL ENGENHARIA E MONTAGEM ELETRICA LTDA;;;;;SAO PAULO;SP;07863367000188;1156676119;dabliue@terra.com.br;
12705;MFB ENGENHARIA SS LTDA;;;;;SAO PAULO;SP;08156206000117;1150824688;diego@spcontconsultoria.com.br;
12706;GNG SERVICOS DE ENGENHARIA S/S;;;;;SAO PAULO;SP;08266186000137;1123075610;yujinakao@yahoo.com;
12707;VITRIX ENGENHARIA LTDA;;;;;SAO PAULO;SP;08302321000152;1155811983;marca.contabil@terra.com.br;
12708;RODRIGUES & ULLOA ENGENHARIA LTDA;;;;;SAO PAULO;SP;08393772000142;1122043810;trusko.contabil@gmail.com;
12709;MESAQUE MOTA BISPO;;;;;SAO PAULO;SP;08448247000187;1131057281;cetec@terra.com.br;
12710;CAEL ENGENHARIA LTDA;;;;;SAO PAULO;SP;08663638000114;1196878693;nunesanr@gmail.com;
12711;PROMAN ENGENHARIA E CONSULTORIA LTDA;;;;;SAO PAULO;SP;09063905000185;1121976368;nkjaguari@hotmail.com;
12712;RIEDEL ENGENHARIA LTDA;;;;;SAO PAULO;SP;09110249000124;1122043810;trusko.contabil@gmail.com;
12713;FVT ENGENHARIA QUIMICA LTDA;;;;;SAO PAULO;SP;09267354000171;1161976192;oriun@terra.com.br;
12714;ORGANIA ENGENHARIA E TECNOLOGIAS AUDIOVISUAIS LTDA.;;;;;SAO PAULO;SP;09508436000160;1132580755;crfc@terra.com.br;
12715;CNC ENGENHARIA E CONSULTORIA LTDA;;;;;SAO PAULO;SP;09571726000159;1137217406;carlosnc@terra.com.br;
12716;MVPS SERVICOS DE ENGENHARIA LTDA;;;;;SAO PAULO;SP;09659028000100;1123733169;mvps.topografia@hotmail.com;
12717;ACRY ENGENHARIA SOCIEDADE SIMPLES PURA.;;;;;SAO PAULO;SP;10013382000141;1130468080;eduardo@intercont.com.br;
12718;OIZUMI ENGENHARIA LTDA;;;;;SAO PAULO;SP;10141708000116;1125467845;escmiranda@hotmail.com;
12719;RSS CONSULTORIA EM ENGENHARIA;;;;;SAO PAULO;SP;10202756000177;1155871388;renato@copavel.com.br;
12720;FIRE CHIEF ENGENHARIA SOCIEDADE SIMPLES LTDA.;;;;;SAO PAULO;SP;10259250000102;1126840183;sergioacunzo@uol.com.br;
12721;RGS GERENCIAMENTO E FISCALIZACAO DE OBRAS LTDA;;;;;SAO PAULO;SP;10334323000175;1144424646;nomenclatura@uol.com.br;
12722;MADA ENGENHARIA LTDA;;;;;SAO PAULO;SP;10487383000128;1150723999;d.kano@madaengenharia.com.br com;
12723;DUARTE MENGATTI ENGENHARIA CIVIL;;;;;SAO PAULO;SP;10620051000170;1191044046;bmengatti@gmail.com;
12724;LJSAS - SERVICOS DE ENGENHARIA LTDA;;;;;SAO PAULO;SP;10850414000163;1151823122;valdiney@contaget.com;
12725;DBR SERVICOS E CONSULTORIA DE ENGENHARIA LTDA;;;;;SAO PAULO;SP;11127890000113;1146383550;contabilcontabilidade@msn.com;
12726;TRUFF ENGENHARIA CONSULTIVA LTDA;;;;;SAO PAULO;SP;11140474000155;1146383550;contabilcontabilidade@msn.com;
12727;KRW ENGENHARIA DE PROJETOS E CONSULTORIA S/SLTDA;;;;;SAO PAULO;SP;11185768000101;1122043810;trusko.contabil@gmail.com;
12728;ENGECON ASSESSORIA E CONSULTORIA S/S;;;;;SAO PAULO;SP;11272785000178;1138138171;jreitavares@bol.com.br;
12729;DAIGRO ENGENHARIA S/S LTDA;;;;;SAO PAULO;SP;11284547000182;1150715830;grochanke.leticia@terra.com.br;
12730;LESSA & ASSOCIADOS ENGENHARIA LTDA;;;;;SAO PAULO;SP;11754442000140;1130814886;brimacltda@terra.com.br;
12731;CARLOS ALBERTO NEVES PROJETOS E ENGENHARIA;;;;;SAO PAULO;SP;11774985000129;1126937460;franciscontabil@terra.com.br;
12732;M BRAZIL ENGENHARIA DE SOLUCOES E COMUNICACAO INTEGRADA LTDA;;;;;SAO PAULO;SP;11976469000187;1139353668;pedro.lombardi.filho@terra.com.br;
12733;BASTIGLIA & PETIGROSSO ENGENHARIA S/S LTDA;;;;;SAO PAULO;SP;12001957000131;1122043810;trusko.contabil@gmail.com;
12734;L.A. FERREIRA ENGENHARIA E CONSULTORIA;;;;;SAO PAULO;SP;12308749000180;1150789071;roberto@bercamcontabilidade.com.br;
12735;SCHEIDT CONSULTORIA LTDA.;;;;;SAO PAULO;SP;12624901000133;1163998300;chouga@hotmail.com;
12736;ETERNAMENTE AR CONSULTORIA E PROJETOS TERMICOS LTDA;;;;;SAO PAULO;SP;12645120000125;1139911232;leandro@eternamente-ar.com.br;
12737;RJ MARCON CONSTRUCOES;;;;;SAO PAULO;SP;12678379000172;1196181492;emk01@yahoo.com;
12738;KGC ENGENHARIA LTDA;;;;;SAO PAULO;SP;13284019000159;1122043810;trusko.contabil@gmail.com;
12739;ATAMA ENGENHARIA LTDA;;;;;SAO PAULO;SP;13425185000128;1141933612;gerson@gfsilcontabil.com.br;
12740;HLV ENGENHARIA S/S;;;;;SAO PAULO;SP;13439094000141;1150839655;homerolobo@terra.com.br;
12741;SUNSHINE ENGENHARIA LTDA;;;;;SAO PAULO;SP;13447930000130;1136443808;artur@sunshineengenharia.com.br;
12742;PROJEMEC ENGENHARIA E DESENHOS LTDA;;;;;SAO PAULO;SP;13547236000194;1122043810;trusko.contabil@gmail.com;
12743;SPA ENGENHARIA LTDA.;;;;;SAO PAULO;SP;13650720000144;1185058504;victor.przybysz@gmail.com;
12744;ANALISE SERVICOS DE CONSULTORIA E ENGENHARIA LTDA;;;;;SAO PAULO;SP;14037341000146;1155857811;analise@analiseconsult.com.br;
12745;MITO ENGENHARIA E PROJETOS LTDA;;;;;SAO PAULO;SP;14302661000186;1122043810;trusko.contabil@gmail.com;
12746;ER9 ENGENHARIA E AVALIACOES LTDA;;;;;SAO PAULO;SP;14630189000100;1155146513;soluzione@soluzionecontabil.com.br;
12747;SCIENTIA ENGENHARIA E CONSULTORIA LTDA;;;;;SAO PAULO;SP;14737627000134;1122043810;trusko.contabil@gmail.com;
12748;ARGONAUTICA ENGENHARIA E PESQUISAS LTDA;;;;;SAO PAULO;SP;14947476000149;1129091346;felipe.ruggeri@gmail.com;
12749;EFFITECH ENGENHARIA LTDA;;;;;SAO PAULO;SP;15418633000191;1121658198;engenharia@effitech.com.br;
12750;BRCS CONSTRUCAO CIVIL LTDA.;;;;;SAO PAULO;SP;16629807000128;1187112254;ejaugusto@globo.com;
12751;ESE ENGENHARIA DE SISTEMAS ELETRICOS S/S;;;;;SAO PAULO;SP;17210349000150;1120939955;legalizacao@orssa.com.br;
12752;ENAC CONSTRUCAO E COMERCIO LTDA;;;;;SAO PAULO;SP;17233482000122;1122176113;nando.contabil@bol.com.br;
12753;VICTOR VELLANO NETO;;;;;SAO PAULO;SP;17800249000184;1131112432;kido@kidocontabil.com.br;
12754;LUCCOL ENGENHARIA E GESTAO DA QUALIDADE LTDA.;;;;;SAO PAULO;SP;17996353000196;1197973030;windsorluccas@terra.com.br;
12755;RAPHAEL CARNEIRO VASCONCELOS;;;;;SAO PAULO;SP;18088262000115;1122043810;trusko.contabil@gmail.com;
12756;CARLOS ROBERTO GOES;;;;;SAO PAULO;SP;18982258000104;1122043810;trusko.contabil@gmail.com;
12757;ENGENHARIA LEAO REGHINI LTDA;;;;;SAO PAULO;SP;19029093000105;1122043810;trusko.contabil@gmail.com;
12758;P.H POLO ENGENHARIA SERVICOS E CONSTRUCOES;;;;;SAO PAULO;SP;19129770000167;1138537001;cjpcontabil@uol.com.br;
12759;XPERT CONSULTORIA EM PROJETOS LTDA;;;;;SAO PAULO;SP;19164044000185;1132087305;xpertprojetos@gmail.com;
12760;MARCUS VINICIUS DE OLIVEIRA CONSTRUCOES;;;;;SAO PAULO;SP;19204960000100;1129538789;trusko.contabil@gmail.com;
